datadate,year,tic,conm,cik,conml,matched
31mar2009,2008,MHJ,MAN SANG INTL (BVI) LTD,807630.0,Man Sang International (B.V.I.) Ltd,0
31mar2005,2004,MIX.2,INTERMIX MEDIA INC,1088244.0,Intermix Media Inc,0
31mar2012,2011,NOOF,NEW FRONTIER MEDIA INC,847383.0,New Frontier Media Inc,0
31jan2008,2007,SORCQ,SOURCE INTERLINK COS INC,943605.0,Source Interlink Companies Inc,0
31dec2005,2005,WMDA,WATCHIT MEDIA INC,1004963.0,Watchit Media Inc,0
31dec2009,2009,GCMI,GEOS COMMUNICATIONS INC,949371.0,Geos Communications Inc,0
30sep2014,2014,MGAM,MULTIMEDIA GAMES HOLDING CO,896400.0,Multimedia Games Holding Co Inc,0
30jun2002,2002,3NCSS,NCS HEALTHCARE INC  -CL A,1004990.0,NCS Healthcare Inc,0
31aug2009,2009,NFTI,NOFIRE TECHNOLOGIES INC,823070.0,Nofire Technologies Inc,0
31oct2008,2008,SYVC,SYNOVICS PHARMACEUTICALS INC,1030839.0,Synovics Pharmaceuticals Inc,0
31dec2001,2001,OPWR.1,ONLINE POWER SUPPLY INC,1101152.0,Online Power Supply Inc,0
31dec2005,2005,VSMD,VASAMED INC,907658.0,Vasamed Inc,0
31dec2005,2005,PSBI,PSB BANCORP INC,1047537.0,PSB Bancorp Inc,0
31dec2010,2010,VCTY,VIDEOLOCITY INTL INC,786771.0,Videolocity International Inc,0
31dec2003,2003,AGCZ,ANDES GOLD CORP,,Andes Gold Corp,0
31mar2002,2001,XTEL,XETEL CORP,1003932.0,Xetel Corp,0
30jun2001,2001,DGTT,DIGITEC 2000 INC,1048729.0,Digitec 2000 Inc,0
30apr2003,2002,3SCBI,SCB COMPUTER TECHNOLOGY INC,1005268.0,SCB Computer Technology Inc,0
31dec2001,2001,CYLK,CYLINK CORP,1005230.0,Cylink Corp,0
31dec2007,2007,NTEC.1,NEOSE TECHNOLOGIES INC,877902.0,Neose Technologies Inc,0
31dec2010,2010,MEDT,MEDIATECHNICS CORP,1032405.0,MediaTechnics Corp,0
31dec2005,2005,VBTC,VUBOTICS INC,1100981.0,Vubotics Inc,0
31dec2003,2003,3SRCK,SLIPPERY ROCK FINANCIAL CORP,884782.0,Slippery Rock Financial Corp,0
30sep2002,2002,SOON.1,SOONER HOLDINGS INC-OLD,,Sooner Holdings Inc,0
31oct2008,2008,STHKQ,STARTECH ENVIRONMENTAL CORP,875762.0,Startech Environmental Corp,0
31dec2006,2006,CICS.1,CARBONICS CAPITAL CORP-OLD,,Carbonics Capital Corp,0
31dec2007,2007,RNWF,RENEWAL FUELS INC,96664.0,Renewal Fuels Inc,0
31dec2008,2008,ENDO.1,ENDOCARE INC,1003464.0,Endocare Inc,0
31dec2006,2006,GNSM,GENSYM CORP,1005387.0,Gensym Corp,0
31oct2008,2008,PPKZ,POLYAIR INTER PACK INC,1049984.0,Polyair Inter Pack Inc.,0
31jul2009,2009,TITT,TITAN TECHNOLOGIES INC,932144.0,Titan Technologies Inc,0
31dec2003,2003,TFCYQ,21ST CENTURY TECHNOLOGIES,1090870.0,21St Century Technologies,0
31dec2002,2002,IMPHQ,IMPATH INC,1003114.0,Impath Inc,0
31dec2012,2012,CCTC,CLEAN COAL TECHNOLOGIES INC,1445109.0,Clean Coal Technologies Inc,0
31dec2009,2009,MROE,MONROE BANCORP,745456.0,Monroe Bancorp,1
31dec2005,2005,MOSS,MOSSIMO INC,1005181.0,Mossimo Inc,0
31dec2012,2012,CPTS,CONCEPTUS INC,896778.0,Conceptus Inc,0
31dec2005,2005,CNCT.,CONNETICS CORP,1004960.0,Connetics Corp,0
30jun2002,2002,SIMA,SONICS & MATERIALS INC,1000166.0,Sonics & Materials Inc,0
30jun2001,2001,DDEQ,DIAMOND EQUITIES INC,923150.0,Diamond Equities Inc,0
31dec2014,2014,VYFC,VALLEY FINANCIAL CORP,921590.0,Valley Financial Corp,1
31dec2009,2009,UBET,YOUBET.COM INC,814055.0,Youbet.com Inc,0
31dec2007,2007,GMST,GEMSTAR-TV GUIDE INTL INC,923282.0,Gemstar TV Guide International Inc,0
31dec2011,2011,FLDR.1,FLANDERS CORP,799526.0,Flanders Corp,1
31dec2004,2004,3OSEE,OSE USA INC,924101.0,OSE USA Inc,0
31may2009,2008,HRCT,HARTCOURT COMPANIES INC,949427.0,Hartcourt Companies Inc,0
31mar2006,2005,IINT,INDUS INTERNATIONAL INC,1041333.0,Indus International Inc,0
31dec2010,2010,SCLR,SCOLR PHARMA INC,934936.0,SCOLR Pharma Inc.,0
31dec2002,2002,EGBT,EAGLE BUILDING TECHNOLOGIES,947431.0,Eagle Building Technologies Inc,0
30apr2002,2001,IMSG.1,IMAGE SYSTEMS CORP,,Image Systems Corp,0
30jun2008,2008,SSTRF,SILVERSTAR HOLDINGS LTD,1003390.0,Silverstar Holdings Ltd,0
31dec2013,2013,RAIO,RADIOIO INC,1005758.0,Radioio Inc,0
31aug2004,2004,QMKR.1,INCUMAKER INC -OLD,1043933.0,Incumaker Inc -Old,0
31mar2010,2009,TMRK,TERREMARK WORLDWIDE INC,912890.0,Terremark Worldwide Inc,0
31dec2014,2014,PGI,PREMIERE GLOBAL SERVICES INC,880804.0,Premiere Global Services Inc,0
30jun2010,2010,FASC,FIRST AMERN SCIENTIFIC CORP,1002822.0,First American Scientific Corp,0
31dec2013,2013,BAGL,EINSTEIN NOAH RESTAURANT GRP,949373.0,Einstein Noah Restaurant Group Inc,0
31dec2008,2008,IPCR,IPC HOLDINGS LTD,909815.0,IPC Holdings Ltd,1
31dec2006,2006,CYTC,CYTYC CORP,849778.0,Cytyc Corp,1
31dec2002,2002,CHCL,CHINA CONTINENTAL INC,789877.0,China Continental Inc.,0
31dec2002,2002,FRGY,FRONTIER ENERGY CP,793981.0,Frontier Energy Corp,0
31dec2009,2009,LIHR.,LIHIR GOLD LTD,1000300.0,Lihir Gold Ltd,0
31dec2001,2001,FRBW,FREDERICK BREWING CO,926978.0,Frederick Brewing Co,0
31dec2004,2004,SHARD.1,COOPER HOLDING CORP-OLD,,Cooper Holding Corp-Old,0
31dec2012,2012,ASTX,ASTEX PHARMACEUTICALS INC,919722.0,Astex Pharmaceuticals Inc,0
31dec2008,2008,VTRO,VERTRO INC,1094808.0,Vertro Inc,0
31dec2005,2005,ENMC,ENCORE MEDICAL CORP,944763.0,Encore Medical Corp,1
31dec2011,2011,JDAS,JDA SOFTWARE GROUP INC,1006892.0,JDA Software Group Inc,0
31mar2003,2002,PRLO,PROLOGIC MANAGEMENT SYS INC,938320.0,Prologic Management Systems Inc,0
30jun2003,2003,FRCEF,FLETCHER BUILDING LTD,1137182.0,Fletcher Building Ltd,0
31dec2007,2007,BZEC,MACKAY LIFE SCIENCES INC,1007018.0,MacKay Life Sciences Inc,0
31dec2015,2015,ENTK.2,ENERGYTEK CORP -OLD,,EnergyTek Corp -Old,0
31dec2004,2004,ELAMF,ELAMEX SA DE CV,1009302.0,Elamex SA de CV,0
31dec2002,2002,ALPH.,ALPHANET SOLUTIONS INC,1002132.0,Alphanet Solutions Inc,0
31dec2014,2014,TNKY,TN-K ENERGY GROUP INC,942650.0,TN-K Energy Group Inc,0
31mar2002,2001,3WKGP,WORKGROUP TECHNOLOGY CORP,1007021.0,Workgroup Technology Corp,1
31dec2004,2004,UPHN,UPHONIA INC,1005698.0,Uphonia Inc,0
31dec2013,2013,CIMT,CIMATRON LTD,1008595.0,Cimatron Ltd,0
31dec2009,2009,TLCVF,TLC VISION CORP,1010610.0,TLC Vision Corp,0
31dec2002,2002,LUME,LUMENIS LTD - OLD,,Lumenis Ltd,1
31dec2013,2013,VCBI,VIRGINIA COMM BANCORP INC,1099305.0,Virginia Commerce Bancorp,1
31dec2003,2003,ONYX.,ONYX ACCEPTANCE CORP,1006614.0,Onyx Acceptance Corp,0
31dec2003,2003,GAF.1,GA FINANCIAL INC,1005313.0,GA Financial Inc.,0
31dec2002,2002,PCDIQ,PCD INC,1007594.0,Pcd Inc,0
30jun2005,2005,PCTY.1,PARTY CITY CORP,1005972.0,Party City Corp,0
31dec2001,2001,3SLVR,SILVER DINER INC,,Silver Diner Inc,0
30sep2003,2003,FCB.1,FALMOUTH BANCORP INC,1027280.0,Falmouth Bancorp Inc.,0
31dec2006,2006,QULMY,QUINSA-QUILMES INDUSTRIAL SA,1010246.0,Quilmes Industrial SA,1
31dec2005,2005,SEGU,SEGUE SOFTWARE INC,894572.0,Segue Software Inc,0
31oct2004,2004,RSMI,RIM SEMICONDUCTOR CO,1026595.0,Rim Semiconductor Co,0
30sep2002,2002,CRZY,CRAZY WOMAN CREEK BNCRP INC,1005119.0,Crazy Woman Creek Bancorp Inc,0
31mar2008,2007,PFFBQ,PFF BANCORP INC,1004969.0,PFF Bancorp Inc.,0
31dec2004,2004,VOCL.1,VOCALTEC COMMUNICATIONS -OLD,,VocalTec Communications Ltd,0
31dec2015,2015,AIM,AIM IMMUNOTECH INC,946644.0,Aim Immunotech Inc,0
31dec2002,2002,DCRN.1,DIACRIN INC,887137.0,Diacrin Inc,0
30sep2002,2002,PHFC,PITTSBURGH FINANCIAL CORP,1003936.0,Pittsburgh Financial Corp,0
31dec2013,2013,CRRSQ,CORPORATE RESOURCE SVCS INC,943110.0,Corporate Resource Services Inc,0
30sep2001,2001,WHGB,WHG BANCSHARES CORP,1005018.0,Whg Bancshares Corp,0
31jul2005,2005,POSOQ,PROSOFT LEARNING CORP,1018693.0,Prosoft Learning Corp,0
31dec2002,2002,SCVAY,SCANIA AB,1086360.0,Scania AB,1
31dec2006,2006,SIPX,SIPEX CORP,1007800.0,SIPEX Corp,0
31dec2002,2002,USPL,U S PLASTIC LUMBER CORP,1014851.0,U S Plastic Lumber Corp,0
30apr2004,2003,ANST,ANSOFT CORP,849433.0,Ansoft Corp,1
31jan2012,2011,CPWM,COST PLUS INC,798955.0,Cost Plus Inc,0
31dec2010,2010,IOMG,I/O MAGIC CORP,1083663.0,I/O Magic Corp,0
30sep2006,2006,LU.1,LUCENT TECHNOLOGIES INC,1006240.0,Lucent Technologies Inc,1
31dec2013,2013,SAPE,SAPIENT CORP,1008817.0,Sapient Corp,1
30sep2007,2007,WAKE,WAKE FOREST BANCSHARES INC,1085175.0,Wake Forest Bancshares Inc,0
31dec2003,2003,SVAFF,SCANVEC AMIABLE LTD,919173.0,Scanvec Amiable Ltd,0
31dec2004,2004,ARLCF,AREL COMMUNICATIONS & SFTWR,920214.0,Arel Communications & Software Ltd,0
31dec2007,2007,QMRK,QUALMARK CORP,1006691.0,Qualmark Corp,0
31dec2012,2012,WIRX,WIRELESS XCESSORIES GRP INC,1005504.0,Wireless Xcessories Group Inc,0
31dec2003,2003,ENGY.,ENVIRO ENERGY CORP,1107080.0,Enviro Energy Corp,0
31jan2006,2005,PFP.1,PREMIER FARNELL PLC,1006603.0,Premier Farnell PLC,0
31dec2005,2005,RNAI.1,SIRNA THERAPEUTICS INC,892112.0,Sirna Therapeutics Inc,1
31dec2011,2011,LORL,LORAL SPACE & COMMUNICATIONS,1006269.0,Loral Space & Communications Inc,1
31dec2005,2005,CAPX.1,CAPITAL CROSSING BANK,,Capital Crossing Bank,0
31dec2006,2006,ACTT.1,ACT TELECONFERENCING INC,918709.0,ACT Teleconferencing Inc,0
31dec2002,2002,AGD.3,APPLIED GRAPHICS TECHNOL INC,1006030.0,Applied Graphics Technologies Inc.,0
31dec2001,2001,HFDI,HOST FUNDING INC  -CL A,945980.0,Host Funding Inc.,0
30apr2010,2009,IASCA,IAS ENERGY INC,945641.0,IAS Energy Inc,0
31jan2012,2011,PSS,COLLECTIVE BRANDS INC,1060232.0,Collective Brands Inc,0
30sep2001,2001,YFCB,YONKERS FINANCIAL CORP,1005508.0,Yonkers Financial Corp,1
31oct2001,2001,CECI,CEC PROPERTIES INC,74454.0,CEC Properties Inc,0
31oct2001,2001,IREC,IMPERIAL PETE RECOVERY CORP,1020448.0,Imperial Pete Recovery Corp,0
30jun2006,2006,VRGE,VIRAGEN INTERNATIONAL INC,785081.0,Viragen International Inc,0
31dec2008,2008,0041A,BUILDING MATERIALS CORP AMER,927314.0,Building Materials Corp of America,0
31dec2003,2003,INVN.1,INVISION TECHNOLOGIES INC,1005969.0,InVision Technologies Inc,0
31dec2007,2007,SHLLQ,SHELLS SEAFOOD RESTRNTS INC,935066.0,Shells Seafood Restaurants Inc,0
31dec2012,2012,CASA.1,MEXICAN RESTAURANTS INC,1009244.0,Mexican Restaurants Inc,0
31mar2010,2009,MTXX,MATRIXX INITIATIVES INC,1006195.0,Matrixx Initiatives Inc,0
31may2002,2001,ELOG,ELITE LOGISTICS INC,95284.0,Elite Logistics Inc,0
31dec2007,2007,AFFI,AFFINITY TECHNOLOGY GRP INC,1007508.0,Affinity Technology Group Inc,0
30apr2004,2003,UNDR,UNDERSEA RECOVERY CORP,878146.0,UnderSea Recovery Corp,0
31dec2006,2006,SLNK,SPECTRALINK CORP,894268.0,SpectraLink Corp,0
31dec2014,2014,BOBS,BRAZIL FAST FOOD CORP,914537.0,Brazil Fast Food Corp,1
31dec2008,2008,ITWO,I2 TECHNOLOGIES INC,1009304.0,I2 Technologies Inc,0
30sep2013,2013,DROP.1,FUSE SCIENCE INC -OLD,,Fuse Science Inc -Old,0
31dec2004,2004,PHYX,PHYSIOMETRIX INC,1010397.0,Physiometrix Inc,0
31dec2015,2015,PLCM,POLYCOM INC,1010552.0,Polycom Inc,1
31oct2008,2008,WSTF,WESTAFF INC,931911.0,Westaff Inc,0
31mar2004,2003,VIFI,VIE FINANCIAL GROUP INC,1003740.0,VIE Financial Group Inc,0
31dec2004,2004,CFSB,CITIZENS FIRST FINANCIAL CP,1006265.0,Citizens First Financial Corp,0
31dec2002,2002,3GLAR,GLAS-AIRE INDS GROUP LTD,911441.0,Glas-Aire Industries Group Ltd,0
31jan2006,2005,JWLR,WHITEHALL JEWELLERS INC,868984.0,Whitehall Jewellers Inc.,0
30jun2001,2001,DTSX,DIGITAL TRANSMISSION SYSTEMS,1005179.0,Digital Transmission Systems,0
31dec2004,2004,POG.3,PATINA OIL & GAS CORP,1006264.0,Patina Oil & Gas Corp,1
31oct2004,2004,9448B,NUTRITIONAL SOURCING CORP,906307.0,Nutritional Sourcing Corp,0
31dec2014,2014,HVB,HUDSON VALLEY HOLDING CORP,722256.0,Hudson Valley Holding Corp,1
31dec2010,2010,PNS,PINNACLE DATA SYSTEMS INC,1004608.0,Pinnacle Data Systems Inc.,0
30jun2001,2001,HFGI,HARRINGTON FINL GROUP INC,934203.0,Harrington Financial Group Inc,0
31dec2007,2007,MLNM,MILLENNIUM PHARMACEUTICALS,1002637.0,Millennium Pharmaceuticals Inc.,0
31dec2012,2012,PRVT,PRIVATE MEDIA GROUP INC,1068084.0,Private Media Group Inc,0
31dec2005,2005,ZOMX,ZOMAX INC/MN,1010788.0,Zomax Inc,1
31dec2002,2002,BTOO.,BIOMETRICS 2000 CORP,1006708.0,Biometrics 2000 Corp.,0
31dec2001,2001,BTRNQ,BIOTRANSPLANT INC,880259.0,Biotransplant Inc,0
30sep2008,2008,ENPT.,EN POINTE TECHNOLOGIES INC,1010305.0,En Pointe Technologies Inc,0
30jun2004,2004,BCII.1,BONE CARE INTERNATIONAL INC,1009405.0,Bone Care International Inc,0
31dec2004,2004,DVID,DIGITAL VIDEO SYSTEMS INC,1009395.0,Digital Video Systems Inc,0
31dec2008,2008,MXICY,MACRONIX INTL CO LTD,1009680.0,Macronix International Co Ltd,0
31dec2012,2012,ONXX,ONYX PHARMACEUTICALS INC,1012140.0,ONYX Pharmaceuticals Inc,0
31jan2012,2011,3BETM,AMERICAN WAGERING INC,1005214.0,American Wagering Inc,0
31dec2004,2004,MJRC,MAJOR AUTOMOTIVE COMPANIES,1009779.0,Major Automotive Companies Inc,0
31dec2009,2009,3POLGA,POLYMER GROUP INC,927417.0,Polymer Group Inc,0
31dec2002,2002,LYNXD,LYNX THERAPEUTICS INC,,Lynx Therapeutics Inc,0
31dec2001,2001,FTFN.,FIRST FINANCIAL CORP/RI,354948.0,First Financial Corp,1
31dec2003,2003,TVCE,TVC TELECOM INC,1007367.0,TVC Telecom Inc,0
31dec2001,2001,MDII.1,MECHANICAL DYNAMICS,1011451.0,Mechanical Dynamics,0
31dec2002,2002,ETRXQ,ESSENTIAL THERAPEUTICS INC,1010915.0,Essential Therapeutics Inc,0
31dec2001,2001,FRTG.,FORTRESS GROUP INC,,Fortress Group Inc,0
31dec2008,2008,GETI,GENTEK INC,1077552.0,Gentek Inc,0
31dec2009,2009,TRMAQ,TRICO MARINE SERVICES INC,921549.0,Trico Marine Services Inc,0
31dec2005,2005,AKSY,AKSYS LTD,902600.0,Aksys Ltd,0
31dec2001,2001,ATTY,1-800-ATTORNEY INC,1010615.0,1-800-Attorney Inc,0
31dec2003,2003,DVERQ,DAN RIVER INC  -CL A,914384.0,Dan River Inc.,0
31dec2008,2008,AVGN,AVIGEN INC,932903.0,Avigen Inc,0
30jun2006,2006,DIGE,DIGENE CORP,1011582.0,Digene Corp,1
31mar2011,2010,NDN,99 CENTS ONLY STORES,1011290.0,99 Cents Only Stores,0
31dec2006,2006,NVTP,NOVT CORP,1012131.0,NOVT Corp,0
31dec2003,2003,WEBB.1,WEBB INTERACTIVE SVCS INC,,Webb Interactive Services Inc,0
31dec2001,2001,SLAM.1,SUBURBAN LODGES AMER INC,1011449.0,Suburban Lodges America Inc,0
31dec2004,2004,WWCA.,WESTERN WIRELESS CORP  -CL A,930738.0,Western Wireless Corp,1
30jun2014,2014,ULGX,UROLOGIX INC,882873.0,Urologix Inc,0
31dec2007,2007,ANS,AIRNET SYSTEMS INC,1011696.0,Airnet Systems Inc.,0
31dec2010,2010,CGCP,CARDIOGENESIS CORP,863680.0,Cardiogenesis Corp,0
31dec2001,2001,PLANQ,OPEN PLAN SYSTEMS INC,1011738.0,Open Plan Systems Inc,0
31dec2011,2011,SRZ,SUNRISE SENIOR LIVING INC,1011064.0,Sunrise Senior Living Inc,1
31dec2014,2014,BKYF,BANK KY FINANCIAL CORP,934547.0,Bank of Kentucky Financial Corp,1
30sep2001,2001,PVAT,PARAVANT INC,944405.0,Paravant Inc,0
31dec2008,2008,SBKCQ,SECURITY BANK CORP,925464.0,Security Bank Corp,1
31dec2014,2014,SLXP,SALIX PHARMACEUTICALS LTD,1009356.0,Salix Pharmaceuticals Ltd,1
31dec2011,2011,TIE,TITANIUM METALS CORP,1011657.0,Titanium Metals Corp,1
31dec2015,2015,AFFX,AFFYMETRIX INC,913077.0,Affymetrix Inc,0
31dec2001,2001,GENXY,GENSET SA,1014622.0,Genset SA,0
31dec2010,2010,APVS,APPLIED VISUAL SCIENCES INC,873198.0,Applied Visual Sciences Inc,0
30sep2002,2002,LXMO,LEXINGTON B & L FINANCIAL CP,1008598.0,Lexington B & L Financial Corp,0
31dec2001,2001,FSON.,FUSION MED TECHNOLOGIES INC,1013466.0,Fusion Medical Technologies Inc,0
31dec2006,2006,ASTSF,ASE TEST LTD,1014838.0,ASE Test Ltd,0
31dec2013,2013,DTRK,DATATRAK INTERNATIONAL INC,886530.0,DataTrak International Inc,0
31dec2004,2004,MCLD,MCLEODUSA INC  -CL A,919943.0,McLeodUSA Inc,0
31dec2012,2012,CASI,CASI PHARMACEUTICALS INC,895051.0,CASI Pharmaceuticals Inc,0
31dec2002,2002,BBUCQ,BIG BUCK BREWERY&STEAKHOUSE,1009652.0,Big Buck Brewery & Steakhouse Inc.,0
31dec2002,2002,NTPL,NETPLEX GROUP INC,888028.0,Netplex Group Inc,0
30jun2003,2003,TNZRY,TOLL NZ LTD,1010418.0,Tranz Rail Holdings Ltd,0
31dec2005,2005,ADRX,ANDRX CORP,1123337.0,Andrx Corp,1
30jun2004,2004,DPMI,DUPONT PHOTOMASKS INC,1012128.0,DuPont Photomasks Inc,0
30sep2006,2006,NTPA,NETOPIA INC,1012482.0,Netopia Inc,0
31dec2008,2008,ICTG.1,ICT GROUP INC,1013149.0,ICT Group Inc,0
31dec2005,2005,MATV,HOT TELECOMMUNICATION SYS,1014925.0,HOT Telecommunication Systems Ltd,0
31dec2001,2001,3WLNKQ,WEBLINK WIRELESS INC,947268.0,Weblink Wireless Inc,0
30apr2015,2014,DAEG,DAEGIS INC,880562.0,Daegis Inc,1
31dec2006,2006,TRLI,TRULI MEDIA GROUP INC,,Truli Media Group Inc,0
31dec2011,2011,ECDI,EC DEVELOPMENT INC,761034.0,EC Development Inc,0
31dec2003,2003,3CRWP,CROWN PARTNERS INC,811036.0,Crown Partners Inc,0
31dec2012,2012,RESX.1,RESTORGENEX CORP-OLD,,RestorGenex Corp-Old,0
31dec2009,2009,AISLY,ASIA SATELLITE TELECOM LTD,1015276.0,Asia Satellite Telecommunications Holdings Ltd,0
31dec2002,2002,TPZG,TOPAZ GROUP INC,1059280.0,Topaz Group Inc. (The),0
31dec2003,2003,BBVAY,BCO BILBAO VIZCAUA ARG CHILE,1015666.0,Banco Bilbao Vizcaya Argentaria Chile,1
31dec2005,2005,BCGI,BOSTON COMMUNICATIONS GROUP,1012887.0,Boston Communications Group Inc,0
31dec2002,2002,MIGR,MIGRATEC INC,850599.0,Migratec Inc,0
31dec2001,2001,UGLY,UGLY DUCKLING CORP,1012704.0,Ugly Duckling Corp,0
31dec2001,2001,VGIN,VISIBLE GENETICS INC,,Visible Genetics Inc,0
30sep2013,2013,9490B,STATER BROS HOLDINGS INC,882829.0,Stater Bros. Holdings Inc.,0
31dec2015,2015,ARDMQ,ARADIGM CORP,1013238.0,Aradigm Corp,0
31dec2007,2007,CGPI.,COLLAGENEX PHARMACEUTCLS INC,1012270.0,CollaGenex Pharmaceuticals Inc,0
31dec2008,2008,DSUPQ,DAYTON SUPERIOR CORP,854709.0,Dayton Superior Corp,0
31dec2007,2007,EPMD,EP MEDSYSTEMS INC,1012394.0,EP MedSystems Inc,0
31mar2007,2006,KEYS.1,KEYSTONE AUTOMOTIVE INDS INC,1012393.0,Keystone Automotive Industries Inc,0
31dec2008,2008,ACLH,ACT CLEAN TECHNOLOGIES INC,1009802.0,Act Clean Technologies Inc,0
31dec2001,2001,PRAV,PARADIGM ADVANCED TECHNS INC,1009781.0,Paradigm Advanced Techns Inc,0
30jun2004,2004,PRAC,PRODUCTIVITY TECHNOLOGIES CP,911787.0,Productivity Technologies Corp,0
30jun2002,2002,EBPR,EBIZ ENTERPRISES INC,1094944.0,Ebiz Enterprises Inc,0
31dec2004,2004,NYRR,NEW YORK REGIONAL RAIL CORP,1020173.0,New York Regional Rail Corp,0
31dec2005,2005,3TMAV,TIMCO AVIATION SERVICES INC,1012159.0,Timco Aviation Services Inc,0
31dec2007,2007,ZONS,ZONES INC,1013786.0,Zones Inc,0
31dec2001,2001,PRBC,PRESTIGE BANCORP INC,,Prestige Bancorp Inc,0
31dec2006,2006,SMXC,SMITHWAY MTR XPRESS  -CL A,941914.0,Smithway Motor Xpress Corp.,0
30jun2007,2007,TLG.1,TARGET LOGISTICS INC,1009480.0,Target Logistics Inc,0
31dec2008,2008,RGBOQ,REGEN BIOLOGICS INC,883697.0,Regen Biologics Inc,0
31dec2010,2010,CLFC,CENTER FINANCIAL CORP/CA,1174820.0,Center Financial Corp,1
31dec2001,2001,KINT,KARTS INTERNATIONAL INC,1010077.0,Karts International Inc,0
31dec2004,2004,SEBL,SIEBEL SYSTEMS INC,1006835.0,Siebel Systems Inc,1
30sep2003,2003,TRVS.,TRAVIS BOATS & MOTORS INC,1012734.0,Travis Boats & Motors Inc,0
31dec2008,2008,CXIA,COMMODORE APPLIED TECHN INC,1013556.0,Commodore Applied Technologies Inc.,0
31dec2007,2007,CNET.,CNET NETWORKS INC,1015577.0,CNET Networks Inc,0
31dec2007,2007,CHNL,CHANNELL COMMERCIAL CORP,1013696.0,Channell Commercial Corp,0
31dec2007,2007,GYI,GETTY IMAGES INC,1047202.0,Getty Images Inc,0
31mar2003,2002,3TDKM,TDK MEDIACTIVE INC,907237.0,TDK Mediactive Inc,0
31dec2002,2002,TDP,TELEFONICA DEL PERU SA,1014620.0,Telefonica Del Peru SA,0
31dec2014,2014,CVCY,CENTRAL VALLEY CMNTY BANCORP,1127371.0,Central Valley Community Bancorp,0
31dec2004,2004,CBNV,COMMUNITY BK NORTHERN VA,,Community Bank of Northern Virginia,0
31dec2001,2001,LCST.,LECSTAR CORP,949485.0,Lecstar Corp,0
31dec2009,2009,PABK,PAB BANKSHARES INC,705200.0,PAB Bankshares Inc.,0
30sep2005,2005,MAXM,MAXIM PHARMACEUTICALS INC,1013351.0,Maxim Pharmaceuticals Inc,0
30sep2005,2005,REMX.1,REMEDYTEMP INC  -CL A,1013467.0,RemedyTemp Inc,0
31dec2001,2001,ANA.3,ACADIANA BANCSHARES INC/LA,1011024.0,Acadiana Bancshares Inc.,0
31dec2002,2002,EHPC,EXECUTIVE HOSPITALITY CORP,,Executive Hospitality Corp,0
31dec2010,2010,PVTCY,PFEIFFER VACUUM TECHNOLOGY,1010613.0,Pfeiffer Vacuum Technology AG,1
31dec2010,2010,KDUS,CADUS CORPORATION,911148.0,Cadus Corporation,1
31oct2012,2012,VSNT,VERSANT CORP,865917.0,Versant Corp,1
31dec2011,2011,STRC.1,SRI/SURGICAL EXPRESS INC,1014041.0,SRI/Surgical Express Inc,0
31dec2011,2011,PDMI,PARADIGM MEDICAL INDS INC,916444.0,Paradigm Medical Industries Inc,0
31dec2006,2006,CWLM,CROWLEY MARITIME CORP,1130194.0,Crowley Maritime Corp,1
31dec2012,2012,RCAR,RENOVACARE INC,1016708.0,RenovaCare Inc,0
31dec2007,2007,GFLS,GREATER COMMUNITY BANCORP,773845.0,Greater Community Bancorp,0
31dec2004,2004,3VGTI,VIRTGAME CORP,1040022.0,Virtgame Corp,0
31dec2001,2001,EXLN.,EXCELON CORP,1014955.0,Excelon Corp,0
30sep2001,2001,HIRE..,WEBHIRE INC,1013322.0,Webhire Inc,0
31dec2004,2004,AXTC,AXTIVE CORP,1015172.0,Axtive Corp,0
31dec2003,2003,XYBRQ,XYBERNAUT CORP,1013148.0,Xybernaut Corp,0
31dec2012,2012,CBMC,CALYPTE BIOMEDICAL CORP,899426.0,Calypte Biomedical Corp,1
31dec2001,2001,FACOQ,FIRST ALLIANCE CORP/DE,1029321.0,First Alliance Corp/DE,0
31dec2003,2003,OPTK,OPTIKA INC,1014920.0,Optika Inc,0
30jun2008,2008,HDYNQ,HYPERDYNAMICS CORP,937136.0,Hyperdynamics Corp,0
31dec2008,2008,3BPOM,BPO MANAGEMENT SERVICES/DE,1015920.0,BPO Management Services Inc,0
31dec2006,2006,VMSI.1,VENTANA MEDICAL SYSTEM INC,893160.0,Ventana Medical Systems Inc,0
31dec2011,2011,ABCC,ACCELERATED BUILDING CONCEPT,,Accelerated Building Concepts Corp,0
31jan2002,2001,FFGI,FIREBRAND FINANCIAL GRP INC,814774.0,Firebrand Financial Group Inc,0
31dec2015,2015,BSIRY,ALON BLUE SQUARE ISRAEL,1016837.0,Alon Blue Square Israel Ltd,0
31dec2002,2002,CIBN.,CALIFORNIA INDEPENDENT BNCP,948976.0,California Independent Bancorp,0
31dec2010,2010,FPIC,FPIC INSURANCE GROUP INC,1010247.0,FPIC Insurance Group Inc,0
31dec2011,2011,CAMH,CAMBRIDGE HEART INC,913443.0,Cambridge Heart Inc,0
31dec2012,2012,LVB,STEINWAY MUSICAL INSTRS INC,911583.0,Steinway Musical Instruments Inc.,0
31dec2002,2002,ATHCQ,ALTERRA HEALTHCARE CORP,1013218.0,Alterra Healthcare Corp,0
31mar2002,2001,PHCP,PHLO CORP,1012130.0,Phlo Corp,0
31mar2002,2001,PSTFY,PROFESSIONAL STAFF PLC  -ADR,1018290.0,Professional Staff PLC,0
